SolutionNum,Move1,Move2,Move3,Move4,Move5,Move6,Move7,Move8,Move9,Move10,Move11,Move12,Move13
22660,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(12, 14)","(10, 3)","(1, 6)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
22661,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(12, 14)","(10, 3)","(4, 13)","(1, 6)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22662,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(2, 9)","(12, 14)","(10, 3)","(4, 13)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22663,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(6, 4)","(7, 2)","(12, 14)","(15, 13)","(13, 4)","(2, 7)"
22664,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(6, 4)","(7, 2)","(12, 14)","(15, 13)","(13, 4)","(4, 1)"
22665,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(6, 4)","(12, 14)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22666,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(6, 4)","(12, 14)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22667,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(6, 4)","(12, 14)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22668,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(6, 4)","(12, 14)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22669,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(12, 14)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22670,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(12, 14)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22671,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(12, 14)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22672,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(12, 14)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22673,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(12, 14)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22674,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(12, 14)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22675,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22676,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22677,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22678,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 7)","(13, 4)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22679,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 9)","(12, 14)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22680,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(2, 9)","(12, 14)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
22681,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 7)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22682,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 7)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22683,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 7)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22684,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 7)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22685,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 7)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22686,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 7)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22687,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22688,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22689,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22690,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 9)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22691,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(2, 9)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
22692,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(4, 13)","(2, 9)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22693,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(4, 13)","(14, 12)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22694,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(15, 13)","(2, 7)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22695,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(15, 13)","(2, 7)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22696,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(15, 13)","(2, 7)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22697,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(15, 13)","(2, 7)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22698,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(1, 6)","(12, 14)","(15, 13)","(2, 7)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22699,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(6, 4)","(7, 2)","(12, 14)","(15, 13)","(13, 4)","(2, 7)"
22700,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(6, 4)","(7, 2)","(12, 14)","(15, 13)","(13, 4)","(4, 1)"
22701,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(6, 4)","(12, 14)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22702,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(6, 4)","(12, 14)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22703,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(6, 4)","(12, 14)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22704,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(6, 4)","(12, 14)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22705,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(12, 14)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22706,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(12, 14)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22707,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(12, 14)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22708,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(12, 14)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22709,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(12, 14)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22710,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(12, 14)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22711,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22712,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22713,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22714,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(1, 6)","(13, 4)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22715,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(1, 6)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22716,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(1, 6)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22717,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(1, 6)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22718,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(1, 6)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22719,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(1, 6)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22720,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(1, 6)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22721,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22722,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22723,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22724,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(1, 6)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22725,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(1, 6)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22726,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22727,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22728,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22729,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(2, 9)","(6, 13)"
22730,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(6, 4)","(2, 7)"
22731,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(6, 4)","(4, 1)"
22732,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(3, 8)","(7, 2)","(1, 4)","(4, 13)"
22733,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(3, 8)","(4, 13)"
22734,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(3, 10)"
22735,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(6, 1)"
22736,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(2, 9)","(6, 13)"
22737,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(2, 7)"
22738,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(4, 1)"
22739,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(1, 6)","(6, 13)"
22740,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(12, 14)","(15, 13)","(13, 4)","(7, 2)","(3, 8)","(1, 4)","(4, 13)"
22741,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(13, 4)","(1, 6)","(7, 2)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22742,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(13, 4)","(3, 8)","(7, 2)","(1, 4)","(4, 13)","(12, 14)","(15, 13)"
22743,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(13, 4)","(7, 2)","(1, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
22744,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(13, 4)","(7, 2)","(1, 6)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22745,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(13, 4)","(7, 2)","(2, 9)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22746,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 7)","(13, 4)","(7, 2)","(3, 8)","(1, 4)","(4, 13)","(12, 14)","(15, 13)"
22747,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 9)","(1, 6)","(12, 14)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22748,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 9)","(1, 6)","(12, 14)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
22749,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 9)","(12, 14)","(1, 6)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22750,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 9)","(12, 14)","(1, 6)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
22751,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 9)","(12, 14)","(4, 13)","(1, 6)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22752,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(2, 9)","(12, 14)","(4, 13)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22753,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 7)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22754,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 7)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22755,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 7)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22756,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 7)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22757,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 7)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22758,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 7)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22759,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22760,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22761,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22762,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 9)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22763,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(2, 9)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
22764,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(4, 13)","(2, 9)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22765,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(4, 13)","(14, 12)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
22766,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(15, 13)","(2, 7)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22767,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(15, 13)","(2, 7)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22768,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(15, 13)","(2, 7)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22769,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(15, 13)","(2, 7)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22770,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(1, 6)","(15, 13)","(2, 7)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22771,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(1, 6)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(2, 7)"
22772,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(1, 6)","(6, 4)","(7, 2)","(15, 13)","(13, 4)","(4, 1)"
22773,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(1, 6)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(2, 7)"
22774,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(1, 6)","(6, 4)","(15, 13)","(7, 2)","(13, 4)","(4, 1)"
22775,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(1, 6)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22776,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(1, 6)","(15, 13)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22777,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22778,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22779,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(1, 6)","(15, 13)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22780,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(1, 6)","(6, 4)","(7, 2)","(13, 4)","(2, 7)"
22781,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(1, 6)","(6, 4)","(7, 2)","(13, 4)","(4, 1)"
22782,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(2, 9)","(6, 13)"
22783,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(6, 4)","(2, 7)"
22784,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(1, 6)","(13, 4)","(7, 2)","(6, 4)","(4, 1)"
22785,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(2, 9)","(6, 13)"
22786,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(6, 4)","(2, 7)"
22787,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(1, 6)","(7, 2)","(6, 4)","(4, 1)"
22788,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(3, 8)","(7, 2)","(1, 4)","(4, 13)"
22789,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(3, 8)","(4, 13)"
22790,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(3, 10)"
22791,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(1, 4)","(4, 6)","(6, 1)"
22792,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(2, 9)","(6, 13)"
22793,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(2, 7)"
22794,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(1, 6)","(6, 4)","(4, 1)"
22795,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(2, 9)","(1, 6)","(6, 13)"
22796,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 7)","(15, 13)","(13, 4)","(7, 2)","(3, 8)","(1, 4)","(4, 13)"
22797,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 9)","(1, 6)","(4, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22798,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 9)","(1, 6)","(6, 13)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
22799,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 9)","(4, 13)","(1, 6)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22800,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(2, 9)","(4, 13)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
22801,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(4, 13)","(1, 4)","(3, 8)","(14, 12)","(4, 13)","(12, 14)","(15, 13)"
22802,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(4, 13)","(1, 4)","(14, 12)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
22803,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(4, 13)","(1, 6)","(2, 9)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
22804,"(6, 1)","(4, 6)","(14, 5)","(11, 4)","(10, 3)","(12, 14)","(4, 13)","(1, 6)","(14, 12)","(2, 9)","(6, 13)","(12, 14)","(15, 13)"
